order_id,collection_lat,collection_lng,dropoff_lat,dropoff_lng,due_date,weight,max_load_time,hard_limit
05b07a8a-6f40-43f7-aff9-0cc371e26dd8,43.80577934,-79.51823072,43.8004575,-79.5018483,2021-09-01 22:00,1.68,,
5ed6af87-fb89-4d1a-9947-b20b0cc8b641,43.80577934,-79.51823072,43.810139,-79.3493059,2021-09-01 18:00,9.33,,2021-09-01 18:00
8d23bc96-b4c0-4b7b-b58c-d7ec958f0a23,43.80577934,-79.51823072,43.8819455,-79.4368012,2021-09-01 22:00,8.51,,
1eac8b63-02dd-4e15-bc12-73e721075218,43.80577934,-79.51823072,43.6675945,-79.3062764,2021-09-01 22:00,9.26,,
05ac3d4b-2b5c-4040-9127-3fd3f4a77465,43.80577934,-79.51823072,43.8319896,-79.4621784,2021-09-01 22:00,1.68,,
5c1a39bf-d17a-4e67-b879-6e1d6555f53b,43.80577934,-79.51823072,43.6388408,-79.5368973,2021-09-01 22:00,8.51,,
25d47fc0-9981-4743-a503-881322ff2245,43.80577934,-79.51823072,43.6448424,-79.6957572,2021-09-01 18:00,9.77,,2021-09-01 18:00
b8d84ae1-51c7-4009-9f0a-fa77a36ed406,43.80577934,-79.51823072,43.8026966,-79.2770252,2021-09-01 22:00,8.51,,
b455bb69-f4be-4dcd-9c11-a39793f57848,43.80577934,-79.51823072,43.6588928,-79.7261352,2021-09-01 18:00,8.51,,2021-09-01 18:00
59cb5c82-d884-4487-8658-49fe018b1c8b,43.80577934,-79.51823072,43.7367788,-79.4465385,2021-09-01 22:00,9.77,,
ef4c045f-1f2d-4036-bf6b-9df2072849fe,43.80577934,-79.51823072,43.6716003,-79.4290751,2021-09-01 22:00,8.51,,
31090d0f-25fd-4e5c-8676-f8708ba3c96a,43.80577934,-79.51823072,43.6693251,-79.2929311,2021-09-01 22:00,10.07,,
6d104037-2d71-47d4-a96d-9e4b3bb902b6,43.80577934,-79.51823072,43.4228395,-79.7604748,2021-09-01 22:00,8.51,,
9eff4aae-3bd7-473d-b27f-7ba84b02d74f,43.80577934,-79.51823072,43.6214794,-79.483972,2021-09-01 22:00,8.85,,
5135e1b5-f74f-49e9-8818-2244fc401e8c,43.80577934,-79.51823072,43.5758014,-79.751641,2021-09-01 22:00,1.68,,
5d5f9b9b-77c0-46f3-8a17-b4bdacaafbbd,43.80577934,-79.51823072,43.4406325,-79.7594609,2021-09-01 22:00,9.77,,
338b5001-adec-4621-a028-9d5357200d67,43.80577934,-79.51823072,43.6601161,-79.3850817,2021-09-01 22:00,8.51,,
49d66082-2d8f-4461-9b6c-918d20be3c6d,43.80577934,-79.51823072,43.6448424,-79.6957572,2021-09-01 18:00,9.77,,2021-09-01 18:00
02cfe9f8-55bf-40ac-a981-8de82306823e,43.80577934,-79.51823072,43.3907516,-79.8129306,2021-09-01 22:00,9.26,,
40a31548-a3f7-4e39-a0b4-4d36f487d92d,43.80577934,-79.51823072,43.7408737,-79.75105,2021-09-01 22:00,8.51,,
7344da63-b16d-4241-8561-a1da1112eb75,43.80577934,-79.51823072,43.6617301,-79.3568961,2021-09-01 18:00,8.51,,2021-09-01 18:00
62a786db-80be-4a1e-b314-792fcb52e64b,43.80577934,-79.51823072,43.8559083,-79.3040332,2021-09-01 22:00,8.51,,
7f169b80-0e0c-4fc3-9c13-1ffd81473e6f,43.80577934,-79.51823072,43.6406584,-79.3956929,2021-09-01 22:00,9.33,,
e9a57d2a-6c01-4c47-85aa-e7a4fefc4f8e,43.80577934,-79.51823072,43.7782756,-79.4154234,2021-09-01 22:00,8.51,,
b921dae5-2fe2-4826-a8fa-e8787a73fe33,43.80577934,-79.51823072,43.8829016,-79.3069016,2021-09-01 22:00,8.51,,
03d71d0b-9785-40f9-99c3-7b0cd0f3a028,43.80577934,-79.51823072,43.8578828,-79.2965078,2021-09-01 22:00,9.33,,
d583e5f9-5382-49a0-9d98-f36e838a823f,43.80577934,-79.51823072,43.6008941,-79.6479737,2021-09-01 22:00,9.33,,
c8bd66f8-0581-48f0-8bc3-c2304f9502f5,43.80577934,-79.51823072,43.8751204,-79.4064817,2021-09-01 22:00,8.51,,
3f08f61a-0db2-4805-badb-5d35d0d804cc,43.80577934,-79.51823072,43.681469,-79.821156,2021-09-01 22:00,9.77,,
93c5c721-9d71-4c1a-824f-420f0181fe1d,43.80577934,-79.51823072,43.49438,-79.8912594,2021-09-01 22:00,8.51,,
53c98f41-b911-4f24-ae7c-f24e30c31d69,43.80577934,-79.51823072,43.8681479,-79.3049404,2021-09-01 22:00,8.45,,
8095d75b-1755-4366-a006-29e545d9d987,43.80577934,-79.51823072,43.7294752,-79.4218147,2021-09-01 22:00,9.77,,
288750b1-3142-44fe-8d2d-9e571a854879,43.80577934,-79.51823072,43.5740636,-79.5732044,2021-09-01 22:00,9.67,,
4a20e2fb-db26-4452-9076-47506d7bd902,43.80577934,-79.51823072,43.8534781,-79.3368843,2021-09-01 22:00,10.48,,
1e47fb7c-5548-4d1f-b9f5-b0f785f0a985,43.80577934,-79.51823072,43.3395009,-79.8105062,2021-09-01 22:00,9.74,,
d5413237-645f-4111-9f0c-ff0d42979046,43.80577934,-79.51823072,43.8588979,-79.5046682,2021-09-01 22:00,9.33,,
9e550581-c823-4a16-9e7c-82cf5c94fa2f,43.80577934,-79.51823072,43.7886376,-79.4697376,2021-09-01 22:00,8.51,,
ddfd79c4-1069-4caf-9e3e-9e8363dc9220,43.80577934,-79.51823072,43.6655168,-79.3870963,2021-09-01 22:00,8.51,,
b1a51a63-c3ea-481f-9a06-29106e58e46f,43.80577934,-79.51823072,43.4764901,-79.7360493,2021-09-01 22:00,8.51,,
a90dd475-ec42-40f9-a4c4-9e89b587b907,43.80577934,-79.51823072,43.7303213,-79.3272765,2021-09-01 22:00,9.33,,
4223eb0f-b8af-45de-9a06-ef90e0d92c7a,43.80577934,-79.51823072,43.6569802,-79.3852003,2021-09-01 22:00,9.33,,
1a264be3-6b13-4060-a547-00e70564c9b3,43.80577934,-79.51823072,43.8352893,-79.2635048,2021-09-01 22:00,8.51,,
d2952402-24a7-4543-a17e-a64d40c39915,43.80577934,-79.51823072,43.6621532,-79.4102522,2021-09-01 22:00,8.51,,
283b3153-31d4-4c32-9554-35d0d509b05a,43.80577934,-79.51823072,43.8963261,-79.0190707,2021-09-01 22:00,9.67,,
9e1f4a84-867c-4b68-a983-ee3ceb94c704,43.80577934,-79.51823072,43.7815643,-79.7441717,2021-09-01 22:00,8.11,,
c5a8645d-7fef-4f7c-905d-1c6a5c3051a8,43.80577934,-79.51823072,43.7110121,-79.6959654,2021-09-01 22:00,8.51,,
9376c712-ddd5-4839-89b5-81a8cbdf1be4,43.80577934,-79.51823072,43.7782639,-79.4154543,2021-09-01 22:00,9.33,,
c0126ebb-3924-423a-8963-8aaad5cc19b1,43.80577934,-79.51823072,43.5877317,-79.6466787,2021-09-01 22:00,9.33,,
2af0bd38-9fd3-49d7-9bc6-f8b8f03ec4ca,43.80577934,-79.51823072,44.0620513,-79.4693558,2021-09-01 22:00,8.51,,
94adbb5d-bbb3-40cc-b8f7-6dc051b2683e,43.80577934,-79.51823072,43.4671888,-79.7125127,2021-09-01 22:00,8.51,,
2b201a36-b423-4f1e-aff1-280c60156c0f,43.80577934,-79.51823072,43.8750917,-79.4455781,2021-09-01 22:00,8.51,,
465b63d7-44b1-43b5-98c8-5a5d4a36fd2a,43.80577934,-79.51823072,43.7461785,-79.5109629,2021-09-01 22:00,9.33,,
863945dc-9789-4894-a070-9d7c60d7980d,43.80577934,-79.51823072,43.768821,-79.3965749,2021-09-01 22:00,8.51,,
e04b22c0-5bb2-40f0-9b3f-eb9a727a3882,43.80577934,-79.51823072,43.8833552,-79.3683352,2021-09-01 22:00,8.51,,
30f72d0b-6b2a-463a-8748-b247c799ffbe,43.80577934,-79.51823072,43.8975572,-79.434808,2021-09-01 22:00,9.33,,
74cdc081-d6fb-42c0-92d2-4b2b693c961e,43.80577934,-79.51823072,43.7956356,-79.5203202,2021-09-01 22:00,8.51,,
2f7f3917-60df-4f83-a9a2-807445ec155e,43.80577934,-79.51823072,44.0090475,-79.4523375,2021-09-01 22:00,9.33,,
51f2a6d4-c67c-4241-afca-66ca5074307d,43.80577934,-79.51823072,43.8990883,-79.2661914,2021-09-01 22:00,8.51,,
a466132a-8475-44d3-ab43-420e3b235d18,43.80577934,-79.51823072,43.8350476,-79.4562042,2021-09-01 22:00,8.51,,
31f37e16-3e70-4b4d-a73d-20d6adf90b59,43.80577934,-79.51823072,43.7742672,-79.3876782,2021-09-01 22:00,11.27,,
52a43eb9-4b2e-49db-8070-c76a4152d6ca,43.80577934,-79.51823072,43.7980909,-79.4564788,2021-09-01 22:00,9.33,,
86ca20f2-2bdc-4291-a773-5d6d10c74b9e,43.80577934,-79.51823072,43.6714759,-79.3751288,2021-09-01 22:00,9.33,,
e1bb98f9-524a-4024-82b8-b3732f6ac7f9,43.80577934,-79.51823072,43.4936956,-79.7167806,2021-09-01 22:00,9.33,,
306fcf5a-1859-496c-8e44-a933513d7303,43.80577934,-79.51823072,43.6787307,-79.3281271,2021-09-01 22:00,8.51,,
87fd14ee-5252-4a29-97fa-e3040273b69b,43.80577934,-79.51823072,43.9635061,-79.4491214,2021-09-01 22:00,9.33,,
d9311eda-e6d7-45b3-8919-609de9f14b46,43.80577934,-79.51823072,43.9093124,-78.839029,2021-09-01 22:00,9.67,,
8f7fc010-c9eb-4551-a15b-0f54b6ccddf9,43.80577934,-79.51823072,43.46479,-79.7254618,2021-09-01 22:00,9.45,,
6e39a91a-9674-493f-903d-7ec37825c8be,43.80577934,-79.51823072,43.6665087,-79.5238761,2021-09-01 22:00,8.51,,
85269632-1618-486d-bdd6-57b494a60a52,43.80577934,-79.51823072,43.8648153,-79.0796651,2021-09-01 22:00,9.33,,
fb816e9b-6794-4ae6-a6b5-b666e5699148,43.80577934,-79.51823072,43.6187536,-79.4853612,2021-09-01 22:00,9.33,,
5d618436-0bf0-4837-af55-0afffa3df4c0,43.80577934,-79.51823072,43.8901453,-79.2628882,2021-09-01 22:00,8.51,,
3cf47b74-98ab-48cd-a1b5-b00497b3c5ca,43.80577934,-79.51823072,43.6187536,-79.4853612,2021-09-01 22:00,8.51,,
e0b5de44-8837-426a-9808-171ffa66d322,43.80577934,-79.51823072,43.4283967,-79.747143,2021-09-01 22:00,8.33,,
4071a510-4577-4ccc-8552-795c1ca4155f,43.80577934,-79.51823072,43.4115237,-79.796731,2021-09-01 22:00,8.51,,
d3b77e7b-6f22-4021-aa62-4733eeefe0dd,43.80577934,-79.51823072,43.621014,-79.4834136,2021-09-01 22:00,8.11,,
a03da4ec-02fb-4d91-a3f9-6e456dc7b4c3,43.80577934,-79.51823072,43.9043923,-79.3900589,2021-09-01 22:00,8.51,,
971317a0-535c-4643-99cf-66c4ffe50edf,43.80577934,-79.51823072,43.6055358,-79.6250104,2021-09-01 22:00,9.33,,
71729acb-a1aa-47cc-a810-de9cd2696f7d,43.80577934,-79.51823072,43.5802198,-79.624111,2021-09-01 22:00,9.77,,
4824a0da-7572-4988-8cd7-5559e5614393,43.80577934,-79.51823072,43.8458566,-79.477177,2021-09-01 22:00,8.51,,
c6017553-861b-442a-86dc-eb6c7371ed00,43.80577934,-79.51823072,43.2601851,-79.8820736,2021-09-01 22:00,9.33,,
cdd392ed-0b1e-4665-b65a-2657f76a4dd0,43.80577934,-79.51823072,43.547238,-79.6204039,2021-09-01 22:00,8.51,,
b0454a9e-0ba0-4dbe-8100-513fdad1295a,43.80577934,-79.51823072,43.7081531,-79.3104969,2021-09-01 22:00,8.51,,
3cc0a6ec-c8d7-4d74-b04a-d0861da53d8d,43.80577934,-79.51823072,43.8943958,-79.2151322,2021-09-01 22:00,8.51,,
ff1926e4-23a7-4da7-86a1-97b68d505bf0,43.80577934,-79.51823072,43.657041,-79.5730731,2021-09-01 22:00,8.51,,
633ea901-45b7-451b-afc4-f8a48fcc8a66,43.80577934,-79.51823072,43.6879786,-79.2956737,2021-09-01 22:00,8.51,,
24acda4a-ac4e-4e76-bdba-4e91dbae24f1,43.80577934,-79.51823072,43.4854926,-79.8387349,2021-09-01 22:00,9.33,,
54c6896e-c3fc-4394-83eb-6b46071c4abe,43.80577934,-79.51823072,43.9392747,-79.4446821,2021-09-01 22:00,8.51,,
392cee6a-c3ae-49d5-a27c-3d93d697771f,43.80577934,-79.51823072,43.6946677,-79.3438714,2021-09-01 22:00,8.51,,
aa91d738-7a89-4ea0-bfe6-159cdaa1b8a7,43.80577934,-79.51823072,43.7921906,-79.4635267,2021-09-01 22:00,8.51,,
487f02dd-622c-46a9-a703-23f75a672b4c,43.80577934,-79.51823072,43.3992125,-79.8229846,2021-09-01 22:00,8.51,,
6d6e1522-2c63-4c21-9635-41d11dc8f7b4,43.80577934,-79.51823072,43.4866555,-79.8408834,2021-09-01 22:00,8.51,,
9054dd24-f7e3-426a-bcd8-2a324427180f,43.80577934,-79.51823072,43.7395703,-79.3621538,2021-09-01 22:00,8.51,,
017dc9d7-6c88-46f1-8a44-ae6efe6579ca,43.80577934,-79.51823072,43.7861563,-79.2803279,2021-09-01 22:00,9.33,,
1a1f16e6-dca7-4895-9dac-52799c1aa188,43.80577934,-79.51823072,43.7796363,-79.4145612,2021-09-01 22:00,8.51,,
c1e553a0-070e-4f33-a122-6aefbb46f2f5,43.80577934,-79.51823072,43.5948833,-79.6357806,2021-09-01 22:00,8.51,,
3eb12704-ac02-4166-8555-15b434917ea3,43.80577934,-79.51823072,43.9047581,-79.4498914,2021-09-01 22:00,8.51,,
2d8a738b-e6de-429b-91ea-c01d402d9741,43.80577934,-79.51823072,43.7638825,-79.4105726,2021-09-01 22:00,8.51,,
5fc03171-2dbf-4fa3-bb59-b188b5a2dd25,43.80577934,-79.51823072,43.6919699,-79.3504249,2021-09-01 22:00,9.33,,
d24aa9fc-4c7e-439a-aa29-93fe317e953a,43.80577934,-79.51823072,43.5267527,-79.6893456,2021-09-01 22:00,8.51,,
19f207b1-9446-43ee-8b1d-dff578aaf88e,43.80577934,-79.51823072,43.934922,-79.5487206,2021-09-01 22:00,8.33,,
f68a5717-1168-4833-b7d2-9a9b608b17e7,43.80577934,-79.51823072,43.4002276,-79.7227449,2021-09-01 22:00,1.68,,
3d83ac9b-ce0e-4f8a-8924-3e333931db04,43.80577934,-79.51823072,43.6460991,-79.3651362,2021-09-01 22:00,8.51,,
5947a722-6894-4f23-9082-f85622ac7bfe,43.80577934,-79.51823072,43.7686934,-79.5055548,2021-09-01 22:00,9.49,,
f33c25d4-9427-4170-83f2-3844a9088977,43.80577934,-79.51823072,43.6348364,-79.5762131,2021-09-01 22:00,8.51,,
1f2c7cc3-9a76-481e-bb56-584bfc903aa8,43.80577934,-79.51823072,43.4355187,-79.7727985,2021-09-01 22:00,8.51,,
61b2ed37-f3ca-443d-9b80-feddc95e386e,43.80577934,-79.51823072,44.0367621,-79.4140648,2021-09-01 22:00,8.51,,
f1ae2a51-0b5c-4dc9-bc1f-aa504898b927,43.80577934,-79.51823072,43.5998388,-79.5135764,2021-09-01 22:00,9.15,,
1a2fcd4e-5f49-4643-a8a2-2261b1a24156,43.80577934,-79.51823072,43.606399,-79.6564716,2021-09-01 22:00,9.33,,
f32326e1-67d5-4838-911a-e7048b023738,43.80577934,-79.51823072,43.5471353,-79.7419372,2021-09-01 22:00,9.77,,
e66f9a8c-f489-478d-9652-b4bcc4c41646,43.80577934,-79.51823072,43.8927206,-79.3020976,2021-09-01 22:00,8.51,,
a866ecfe-98ce-4c7d-be29-186108e57728,43.80577934,-79.51823072,43.809099,-79.4389562,2021-09-01 22:00,8.11,,
13710d88-075d-4554-8b53-86b74cceee23,43.80577934,-79.51823072,43.6357152,-79.3998268,2021-09-01 22:00,8.51,,
6bad7596-4e66-4cd3-87ca-ea0006b2a03e,43.80577934,-79.51823072,43.7776681,-79.4356872,2021-09-01 22:00,8.51,,
f345a8a6-511d-44e0-94cc-02db06e2d8ba,43.80577934,-79.51823072,43.7842767,-79.3976916,2021-09-01 22:00,9.33,,
5f943d3c-1838-4123-ae47-54ad582454a2,43.80577934,-79.51823072,43.6448424,-79.6957572,2021-09-01 22:00,9.77,,
a87318d7-e610-4749-9c68-975556d7104b,43.64348087,-79.39985672,43.4085144,-79.7896878,2021-09-01 16:00,20,,
06d35c74-aafe-4d8e-bcc5-037c3a8f7e37,43.8387129,-79.31549783,43.7001239,-79.4261094,2021-09-01 21:00,0.06,8:00,
515a2125-cb7e-4ec8-8cf6-804b966ddf59,43.8387129,-79.31549783,43.8767269,-78.9513668,2021-09-01 21:00,0.01,8:00,
3db6c665-9ab7-4a59-b682-11b96eab7c0f,43.8387129,-79.31549783,43.867631,-79.029737,2021-09-01 21:00,0.06,8:00,
c0f95275-20a8-4071-a7e1-156d55c6c862,43.8387129,-79.31549783,43.8543771,-79.4699297,2021-09-01 21:00,0.02,8:00,
85999b29-b777-43e6-b9bf-e4633c1e4b7c,43.8387129,-79.31549783,43.230746,-79.7561331,2021-09-01 21:00,0.02,8:00,
6fb63d56-5bba-4425-9c8d-5bb74d69d293,43.8387129,-79.31549783,43.844816,-79.076919,2021-09-01 21:00,0.17,8:00,
93dab2c8-36bb-4c74-bc72-73dac94b30fb,43.8387129,-79.31549783,43.2316099,-79.8528038,2021-09-01 21:00,0.03,8:00,
10c94344-75ca-4241-83d7-2c7a0c200978,43.8387129,-79.31549783,43.2311404,-79.9599078,2021-09-01 21:00,0.03,8:00,
1212b4c1-01d8-4815-b5e9-dc563f27bf71,43.8387129,-79.31549783,43.6506735,-79.4709818,2021-09-01 21:00,0.04,8:00,
de088627-150b-45d0-b876-dea69d546020,43.8387129,-79.31549783,43.6245818,-79.5904118,2021-09-01 21:00,0.06,8:00,
5685ad2e-d503-49a6-86cf-f89495e33c78,43.8387129,-79.31549783,43.5253199,-79.8316231,2021-09-01 21:00,0.14,8:00,
0e0f7b63-451f-4e5f-a06d-aed8b8979034,43.8387129,-79.31549783,43.8824575,-78.9417628,2021-09-01 21:00,0.02,8:00,
2e1641b2-92a3-4835-a1c9-c2fc98e78772,43.8387129,-79.31549783,43.5554751,-79.7408988,2021-09-01 21:00,0.06,8:00,
a319cad1-adf4-4602-bef0-730fa607483f,43.8387129,-79.31549783,43.6338971,-79.5116843,2021-09-01 21:00,0.06,8:00,
6daf8f04-e2b9-4309-afb1-b3a54d1eb0d9,43.8387129,-79.31549783,43.8029618,-79.5894463,2021-09-01 21:00,0.06,8:00,
048ff32f-4bf3-49e2-8e29-21632363d780,43.8387129,-79.31549783,43.9064989,-78.8517785,2021-09-01 21:00,0.11,8:00,
9a00ae8d-dc73-4670-9b27-3a15f3e98d1f,43.8387129,-79.31549783,43.8463647,-79.0987576,2021-09-01 21:00,0.06,8:00,
b3f51ba0-df51-4752-a245-be81f270382e,43.8387129,-79.31549783,43.4976787,-79.6592668,2021-09-01 21:00,0.06,8:00,
45b7e2b6-4b05-4bdd-80f1-27e72817c7da,43.8387129,-79.31549783,43.5805398,-79.5878663,2021-09-01 21:00,0.01,8:00,
6adf51c0-e595-4860-90a9-11c0b62efa98,43.8387129,-79.31549783,43.9684527,-78.9572174,2021-09-01 21:00,0.01,8:00,
768960f2-546a-4021-9f1b-bacbd5d2db3c,43.8387129,-79.31549783,43.6535085,-79.393973,2021-09-01 21:00,0.11,8:00,
3038de13-a106-4301-873b-fb34bae16d9f,43.8387129,-79.31549783,43.9042866,-78.8947896,2021-09-01 21:00,0.04,8:00,
c1fa4971-8ec2-4851-8178-c13978827815,43.8387129,-79.31549783,43.6478607,-79.3653193,2021-09-01 21:00,0.02,8:00,
f141ae6e-0dac-4898-9f64-fd47b6aa5f62,43.8387129,-79.31549783,43.8256628,-79.3993708,2021-09-01 21:00,0.14,8:00,
5d900226-6a68-408c-8725-0c8082496599,43.8387129,-79.31549783,43.674352,-79.339597,2021-09-01 21:00,0.02,8:00,
7fb66eb8-fc17-4aee-94f6-5cdfd43efcd6,43.8387129,-79.31549783,43.7505193,-79.5815442,2021-09-01 21:00,0.04,8:00,
e1340801-59cc-424c-b3bf-aa431ccfd438,43.8387129,-79.31549783,43.7958033,-79.2373932,2021-09-01 21:00,0.08,8:00,
c4dbd8b9-10b1-475d-bb62-b0186e617caa,43.8387129,-79.31549783,43.8764487,-78.9588522,2021-09-01 21:00,0.11,8:00,
ecd6de40-ea0b-400e-8390-0ae7636e641b,43.8387129,-79.31549783,44.0043176,-79.4863172,2021-09-01 21:00,0.15,8:00,
d1e1a41a-b638-4137-b368-c0544ec361ad,43.8387129,-79.31549783,43.9334927,-78.8622632,2021-09-01 21:00,0.52,8:00,
f37377e8-bb44-4d9e-8dc6-3374f46f152b,43.8387129,-79.31549783,44.1103485,-79.1211814,2021-09-01 21:00,0.04,8:00,
dda401fa-ccc4-45ae-a459-6f47a496fa54,43.8387129,-79.31549783,43.396254,-79.8231304,2021-09-01 21:00,0.08,8:00,
8b27f412-8a47-4170-a5d6-a5d0f024e1e1,43.8387129,-79.31549783,44.059669,-79.467921,2021-09-01 21:00,0.06,8:00,
d614d63a-a42b-409e-91a5-7ad520d47227,43.8387129,-79.31549783,43.973413,-78.9436477,2021-09-01 21:00,0.17,8:00,
306a1888-4082-4f0f-8a5a-3ed98c3f1a09,43.8387129,-79.31549783,43.9684527,-78.9572174,2021-09-01 21:00,0.01,8:00,
47a8de49-c05c-4b11-a953-416f719c5d79,43.8387129,-79.31549783,44.059669,-79.467921,2021-09-01 21:00,0.04,8:00,
7a519a77-3f1e-408c-ba43-2b9b485550fd,43.8387129,-79.31549783,43.8706539,-78.8442606,2021-09-01 21:00,0.03,8:00,
1c14faf9-5723-4299-b7b3-fbe13e15cbe7,43.8387129,-79.31549783,43.7151886,-79.4383249,2021-09-01 21:00,0.07,8:00,
8615440b-35e3-477d-bbc4-fba8490b7de7,43.8387129,-79.31549783,43.647192,-79.3714413,2021-09-01 21:00,0.09,8:00,
25dab908-6314-414e-971e-10652989f971,43.8387129,-79.31549783,43.6708093,-79.3770456,2021-09-01 21:00,0.1,8:00,
e6725619-5dc5-41d2-ab76-1e3aed5a0ef4,43.8387129,-79.31549783,43.6753228,-79.4032047,2021-09-01 21:00,0.06,8:00,
d91f2ba1-a2d4-4807-99e4-f867fd9545f4,43.8387129,-79.31549783,43.5183706,-79.6385938,2021-09-01 21:00,0.02,8:00,
442274a1-5a3e-4091-a23e-c48930b13c1f,43.8387129,-79.31549783,43.5874287,-79.6638275,2021-09-01 21:00,0.04,8:00,
e7777d35-6ef1-4eaf-923a-8ffc3955f94a,43.8387129,-79.31549783,43.7485222,-79.5075915,2021-09-01 21:00,0.02,8:00,
b7bea994-42ec-47ae-adc1-9e8da05a3676,43.8387129,-79.31549783,43.5868747,-79.616872,2021-09-01 21:00,0.05,8:00,
529131ae-81cc-49bd-a083-e5d8da95aeb6,43.8387129,-79.31549783,43.6882273,-79.4026627,2021-09-01 21:00,0.02,8:00,
761fa860-036e-43f4-8fb9-ae7f6d8a4c3e,43.8387129,-79.31549783,43.5151076,-79.6494649,2021-09-01 21:00,0.02,8:00,
015802ca-7686-4955-a036-32b2e3feb192,43.8387129,-79.31549783,43.7989021,-79.573327,2021-09-01 21:00,0.04,8:00,
96b0c9f2-dd95-4568-b146-66363b0e8059,43.8387129,-79.31549783,43.458996,-79.7101584,2021-09-01 21:00,0.11,8:00,
4ad62e69-3e4b-4d5c-b724-21cc9a5d3b41,43.8387129,-79.31549783,43.5994944,-79.6377541,2021-09-01 21:00,0.06,8:00,
9a0c77fd-58e3-4c27-aa1d-b031e199ba1d,43.8387129,-79.31549783,43.8233951,-79.0818274,2021-09-01 21:00,0.06,8:00,
3a603217-f596-48c2-a34c-fb5d8181a796,43.8387129,-79.31549783,43.6390838,-79.4715254,2021-09-01 21:00,0.03,8:00,
0fb0891e-ef52-4fec-98d2-53f21876c177,43.8387129,-79.31549783,43.7558709,-79.8378818,2021-09-01 21:00,0.06,8:00,
6cfa7f03-f90e-4b8d-a2cd-f8f35972071c,43.8387129,-79.31549783,43.7121916,-79.777441,2021-09-01 21:00,0.02,8:00,
c47248d2-fd00-4926-9365-a4d93cf22641,43.8387129,-79.31549783,43.6845049,-79.512654,2021-09-01 21:00,0.17,8:00,
6116b543-e347-4f6d-a175-d13176ef499d,43.8387129,-79.31549783,43.3517347,-79.771156,2021-09-01 21:00,0.09,8:00,
f260f300-3634-4f8e-bf31-a9bcfd30208a,43.8387129,-79.31549783,43.8424886,-79.6540272,2021-09-01 21:00,0.08,8:00,
05be7870-ab72-4274-bf8e-1e95524ffc57,43.8387129,-79.31549783,43.5391642,-79.9119681,2021-09-01 21:00,0.05,8:00,
05be7870-ab72-4274-bf8e-1e95524ffc98,43.8387129,-79.31549783,43.5391642,-79.9119681,2021-09-01 18:00,0.15,8:00,2021-09-01 18:00
