Unnamed: 0,LATITUDE,LONGITUDE,Collision,osmnxId
0,43.649418,-79.371446,0,4095622247
1,43.650461,-79.371924,0,25768773
2,43.651534,-79.37236,0,29687658
3,43.652718,-79.372824,0,29687912
4,43.653704,-79.373238,0,29688544
5,43.655357,-79.373862,0,29688418
6,43.657052,-79.374531,1,25768772
7,43.660432,-79.375854,0,29603394
8,43.66242,-79.376708,1,27571559
9,43.666289,-79.378325,1,25628755
10,43.668869,-79.379416,0,25813514
11,43.669989,-79.379923,0,25628935
12,43.671577,-79.38052,0,20953780
13,43.648513,-79.373834,0,29689432
14,43.649916,-79.374409,0,25628775
15,43.651173,-79.374925,0,29687656
16,43.652441,-79.375448,1,29687913
17,43.65317,-79.375754,1,29605048
18,43.654817,-79.376441,0,29688409
19,43.656499,-79.377127,0,25628759
20,43.659858,-79.378522,0,29688909
21,43.661871,-79.379335,1,25628757
22,43.665703,-79.380928,0,25628751
23,43.671022,-79.383123,0,20964582
24,43.650654,-79.377248,0,29687655
25,43.651952,-79.377756,1,29687910
26,43.65267,-79.378066,1,29605043
27,43.646846,-79.376931,0,25628764
28,43.647848,-79.377351,0,29687510
29,43.649162,-79.377904,0,29605053
30,43.650419,-79.378436,0,29687654
31,43.651697,-79.378965,0,29687914
32,43.652421,-79.379276,0,29696827
33,43.654066,-79.379957,0,29688406
34,43.656326,-79.380912,0,29603223
35,43.65909,-79.382096,0,29603320
36,43.661369,-79.383094,0,26241001
37,43.664935,-79.384558,0,24985734
38,43.670229,-79.386767,0,20964462
39,43.672879,-79.387845,0,25628740
40,43.675603,-79.38895,0,20964461
41,43.676976,-79.389534,0,56922458
42,43.679139,-79.390424,0,34993709
43,43.682023,-79.391574,0,34993902
44,43.688075,-79.394098,0,60891373
45,43.698298,-79.396601,0,55540751
57,43.645996,-79.379115,0,3586644103
58,43.647345,-79.379702,1,29687309
59,43.648653,-79.380268,0,29605052
60,43.649876,-79.380823,0,29687653
61,43.651224,-79.381452,0,29687983
62,43.65189,-79.381698,0,29603229
63,43.652965,-79.382631,0,1551002988
64,43.655721,-79.383734,0,29603222
65,43.658496,-79.384865,1,29603262
66,43.660814,-79.385857,1,24959511
67,43.664366,-79.387151,0,24959504
68,43.669701,-79.389468,0,20964581
69,43.646638,-79.383007,0,34522600
70,43.647934,-79.383531,0,29605051
71,43.649196,-79.384074,0,29687652
72,43.6505,-79.38462,1,34520976
73,43.645291,-79.382476,0,25628766
74,43.646405,-79.384076,1,29687315
75,43.647655,-79.384788,0,26240577
76,43.648857,-79.38548,1,26240563
77,43.65014,-79.38624,1,29687984
78,43.650827,-79.386628,1,32547297
79,43.654812,-79.388484,0,42606444
80,43.656323,-79.388959,0,29604863
81,43.659847,-79.39049,0,21436517
82,43.66361,-79.390626,0,3340615393
83,43.665935,-79.391879,0,2497429031
84,43.668685,-79.394119,1,20979763
99,43.699825,-79.430961,0,29656736
100,43.698048,-79.439379,0,29656432
101,43.697293,-79.442789,0,49573366
102,43.696242,-79.447688,0,243888361
103,43.695684,-79.450293,0,21292231
104,43.694985,-79.453476,0,247125418
105,43.672136,-79.395624,0,34710052
106,43.674705,-79.396651,0,20979764
107,43.67719,-79.397579,0,20380929
108,43.679547,-79.39855,0,49628902
109,43.684324,-79.400495,0,49629130
110,43.686624,-79.401479,0,60891378
111,43.690773,-79.403027,0,4266573441
112,43.69373,-79.401852,0,98499916
113,43.69788,-79.403231,0,98465099
114,43.698761,-79.406076,1,1560216121
130,43.674577,-79.380161,0,20953678
131,43.68832,-79.383542,0,20954258
132,43.690374,-79.383288,0,20954267
133,43.693604,-79.384621,0,20954270
134,43.698205,-79.386448,0,33531714
163,43.672219,-79.384788,0,25832100
164,43.653099,-79.387585,0,29605016
165,43.694104,-79.366284,0,36258015
167,43.69673,-79.371732,0,2274654783
171,43.682572,-79.39976,0,60910086
172,43.6574,-79.35654,0,34678757
173,43.659502,-79.357445,0,29688434
174,43.663687,-79.35923,1,31022265
175,43.665882,-79.357365,0,31022275
178,43.649342,-79.42078,0,25629235
179,43.65014,-79.439714,0,72304414
180,43.649446,-79.424738,0,25629234
181,43.649883,-79.435598,0,129156174
185,43.665438,-79.468576,0,25767793
186,43.665388,-79.464561,0,25767802
188,43.649623,-79.431438,1,29690118
191,43.662517,-79.38637,0,24959509
192,43.676982,-79.447423,0,502020452
194,43.652296,-79.406015,0,21631723
195,43.662597,-79.364003,0,31086767
196,43.648635,-79.386558,1,29687649
197,43.647371,-79.38605,0,29604900
199,43.643904,-79.40267,0,21631720
201,43.646303,-79.366295,0,208539723
202,43.641006,-79.380705,1,21099015
203,43.641609,-79.380953,1,208533279
207,43.647757,-79.361271,0,21099033
208,43.645501,-79.369794,1,21099028
209,43.644197,-79.37586,1,1363831222
210,43.64317,-79.37791,1,208533278
211,43.6421,-79.377444,1,34710074
212,43.653562,-79.363581,1,29687550
213,43.638474,-79.392196,0,95636284
214,43.636444,-79.399607,1,21090838
219,43.635866,-79.401893,0,247298849
220,43.634499,-79.408721,1,21098747
221,43.654549,-79.363998,1,20953853
222,43.633387,-79.434586,1,156900260
223,43.669427,-79.382476,0,25628750
224,43.638362,-79.45353,0,72302964
225,43.666059,-79.393178,0,20979743
226,43.636222,-79.465271,0,21098705
227,43.635079,-79.468076,0,262267320
242,43.651551,-79.362731,1,21090712
243,43.652721,-79.363216,1,21090784
244,43.655609,-79.364434,0,25768708
245,43.656946,-79.364973,1,29688422
246,43.659444,-79.365987,1,35506392
247,43.661956,-79.367007,1,29688872
248,43.664269,-79.367958,0,32755993
249,43.668161,-79.369537,0,31096820
250,43.672016,-79.370764,0,20953772
251,43.650382,-79.367892,0,25628774
252,43.651282,-79.368252,1,29605071
253,43.652149,-79.368634,1,29687663
254,43.65338,-79.369114,0,72304591
255,43.654531,-79.36944,0,34682420
256,43.658304,-79.371,0,27559776
257,43.661228,-79.372218,0,32756005
258,43.663196,-79.373038,0,32756002
259,43.667066,-79.374656,0,25813496
260,43.672317,-79.376838,0,20953775
261,43.644755,-79.384981,0,29604910
262,43.646093,-79.385564,0,29687316
263,43.654313,-79.391437,0,29696843
264,43.65381,-79.393832,0,29604747
265,43.649515,-79.389134,1,34520379
266,43.648426,-79.393259,0,29687989
267,43.649153,-79.390765,0,35506002
268,43.647301,-79.392799,0,29687645
269,43.66751,-79.399815,0,20964579
270,43.642708,-79.393895,0,23922875
271,43.645451,-79.395002,0,21436489
272,43.646722,-79.395533,0,29687678
273,43.647902,-79.396023,1,29687992
274,43.648731,-79.396364,1,23922863
275,43.652937,-79.398015,0,25629242
276,43.655859,-79.399205,1,29604669
277,43.65794,-79.400059,0,6374117188
278,43.663065,-79.402104,0,29658390
279,43.666655,-79.403803,0,24959524
280,43.670235,-79.360193,0,259911774
290,43.662446,-79.351357,0,27558323
291,43.66119,-79.358131,0,27558330
292,43.676196,-79.358828,1,20964567
293,43.673836,-79.36812,0,20953421
294,43.647197,-79.403991,1,21631725
295,43.640732,-79.401378,0,21631716
296,43.646453,-79.403717,1,29688004
297,43.635709,-79.403524,0,247298798
298,43.656469,-79.407705,0,29690663
301,43.661515,-79.409748,0,21631715
302,43.668148,-79.412374,0,3128480618
303,43.67314,-79.414344,0,21292198
304,43.679812,-79.41699,1,49402708
305,43.687185,-79.419939,0,1560165309
306,43.691917,-79.421873,0,1560932496
317,43.656171,-79.370091,0,29688419
319,43.665132,-79.411205,0,21631714
320,43.66346,-79.418837,0,20964576
321,43.662501,-79.423254,0,20964575
322,43.661163,-79.429431,0,20964574
323,43.659877,-79.435333,0,20964572
324,43.658347,-79.442714,0,20964571
325,43.656308,-79.452406,1,21436453
326,43.654686,-79.459966,0,50372408
327,43.653515,-79.465232,0,50367550
339,43.661971,-79.425612,0,21631747
340,43.677545,-79.351941,0,32441328
372,43.665479,-79.352604,1,71658843
379,43.674462,-79.399843,0,25644758
380,43.675792,-79.402557,0,21292188
381,43.676833,-79.410337,0,25644751
382,43.676697,-79.415765,0,21292296
383,43.675578,-79.423041,1,21292212
384,43.674696,-79.430924,0,25629246
385,43.674395,-79.433746,0,49573787
386,43.672984,-79.440961,1,36154672
387,43.671559,-79.448265,1,25629106
388,43.671084,-79.451069,0,252355502
389,43.671091,-79.462297,0,38459897
437,43.68128,-79.35767,0,108447942
438,43.68391,-79.35694,0,31333687
439,43.68854,-79.35524,0,32658147
440,43.69323,-79.35026,0,31333690
462,43.69414,-79.45725,0,25644728
463,43.69302,-79.46219,0,252355371
475,43.67692,-79.35508,0,32441428
476,43.68532,-79.40789,0,60891392
477,43.68462,-79.41116,0,60891390
478,43.68314,-79.41828,0,60891385
481,43.65524,-79.38599,0,29605012
482,43.68276,-79.42015,0,32657876
483,43.6817,-79.42569,0,60891407
484,43.68028,-79.43251,0,158712938
485,43.67958,-79.43578,0,49573650
486,43.67795,-79.44306,0,60891405
487,43.67628,-79.45058,0,60891404
488,43.67534,-79.45476,0,252355507
489,43.67421,-79.46,0,262833258
490,43.67353,-79.46302,0,70416803
491,43.67254,-79.46762,0,60891400
496,43.68896,-79.389878,0,128964231
503,43.697953,-79.424341,0,21292292
504,43.69529,-79.42322,0,41373187
505,43.68623,-79.39331,0,34993905
507,43.66591,-79.40743,0,26007921
508,43.66803,-79.39736,0,34710037
535,43.64292,-79.40767,0,25629293
536,43.64205,-79.41194,0,21436482
537,43.63897,-79.42736,0,21436475
538,43.63718,-79.43602,0,156900254
539,43.67472,-79.39287,1,25644762
540,43.65204,-79.40227,0,29604657
550,43.64806,-79.39966,1,29696960
551,43.64602,-79.40993,0,25629291
552,43.64474,-79.41628,0,25629294
553,43.644204,-79.418862,0,34673216
554,43.64351,-79.4224,0,29697342
555,43.699311,-79.433395,0,25644730
556,43.63871,-79.44619,0,21436424
557,43.63953,-79.45948,0,139017193
558,43.63777,-79.46645,0,21098703
559,43.63721,-79.46983,0,262316539
568,43.63627,-79.40961,1,6486817338
569,43.66835,-79.38203,0,34494563
570,43.64493,-79.45626,0,139012586
571,43.64866,-79.45778,0,72304118
572,43.65832,-79.4615,0,50370566
573,43.66366,-79.46375,1,20380934
600,43.688735,-79.402311,0,98498834
602,43.652554,-79.432536,0,29690117
603,43.655211,-79.433568,0,26007459
604,43.665829,-79.437886,0,21631746
605,43.668472,-79.439014,1,20380931
606,43.682371,-79.444848,0,247126824
607,43.685556,-79.446104,1,202318443
608,43.688628,-79.447385,1,247126296
637,43.651196,-79.445285,0,208530904
766,43.67845,-79.44084,0,243888418
769,43.6987,-79.43643,0,524459519
793,43.68902,-79.46054,0,252355504
794,43.69846,-79.46351,1,250027902
795,43.69703,-79.46795,0,261694052
796,43.68715,-79.43868,0,202317978
797,43.68311,-79.45801,0,432726246
798,43.68279,-79.46331,0,202319573
799,43.68993,-79.43575,0,85161857
800,43.69266,-79.44082,0,49573646
813,43.6539,-79.3585,1,21090770
817,43.64819,-79.35475,1,21099041
818,43.64394,-79.36897,0,60948124
822,43.65921,-79.39345,0,29604711
823,43.65743,-79.40318,0,29604458
824,43.6587,-79.39598,0,29690555
825,43.655,-79.41561,0,21436508
826,43.65443,-79.42268,0,1556461351
827,43.65364,-79.42638,0,21436501
828,43.651,-79.44002,0,21436491
829,43.64636,-79.44903,0,21436462
830,43.65152,-79.45104,0,21436458
831,43.66227,-79.40597,0,21631734
832,43.65996,-79.41747,0,21631736
833,43.65854,-79.42431,0,1556459342
834,43.6621,-79.3976,0,6028561925
835,43.66411,-79.39841,0,21631731
836,43.6647,-79.39572,0,24959528
837,43.67488,-79.40711,0,35506390
838,43.67165,-79.42156,0,21292208
839,43.67011,-79.42904,0,25629250
840,43.66973,-79.43273,1,51637131
841,43.66675,-79.44642,0,25629113
842,43.66576,-79.45126,1,20380933
843,43.66288,-79.46924,0,70412823
846,43.667172,-79.431698,0,51637133
847,43.66796,-79.42813,0,21631739
848,43.662356,-79.444427,0,56922071
849,43.68869,-79.41265,0,1560169989
850,43.69901,-79.41704,0,1557902753
857,43.6873,-79.398,0,98500099
864,43.66301,-79.38376,0,34404246
877,43.69198,-79.46535,0,264720912
892,43.67139,-79.39017,0,59239216
893,43.67309,-79.39084,0,5000955916
897,43.670558,-79.426598,0,25629249
900,43.6607,-79.36046,0,27559809
906,43.65742,-79.38134,0,29689427
910,43.65729,-79.38438,0,29604858
918,43.66869,-79.38609,0,34404547
919,43.66588,-79.36861,0,20953849
927,43.630456,-79.419834,0,23845588
965,43.67048,-79.39478,0,20979765
981,43.66822,-79.38885,0,24959507
990,43.658207,-79.377824,0,29689435
1000,43.67219,-79.40602,0,32997065
1016,43.6618,-79.36969,0,32759209
1019,43.67035,-79.45578,0,56922070
1020,43.67743,-79.40811,0,25644752
1021,43.6811,-79.42885,0,21292230
1044,43.69794,-79.45113,0,29656418
1059,43.6573,-79.4479,0,129227960
1060,43.65714,-79.43429,0,23828442
1061,43.67013,-79.41314,0,58365726
1065,43.6679,-79.46554,0,70416776
1070,43.66658,-79.41962,0,21292205
1071,43.69678,-79.44529,0,42075431
1084,43.67476,-79.45767,0,502717467
1087,43.64788,-79.39028,0,29687647
1090,43.66299,-79.43666,0,23828406
1094,43.64699,-79.40111,0,34710284
1114,43.66209,-79.35307,0,35721975
1140,43.65577,-79.4114,0,1625492462
1142,43.66353,-79.40005,0,24959535
1143,43.65441,-79.39864,0,29604674
1149,43.64607,-79.3923,0,21436490
1150,43.65185,-79.4364,0,129156165
1151,43.65703,-79.40517,0,29690366
1222,43.64447,-79.40008,0,29697045
1235,43.66463,-79.41363,0,25970899
1263,43.64822,-79.38866,0,34600545
1266,43.66409,-79.41603,0,58405296
1267,43.660505,-79.432421,0,20964573
1268,43.69391,-79.44949,0,2975100137
1269,43.67046,-79.43987,0,250024273
1270,43.65336,-79.39612,0,29604707
1271,43.65073,-79.41393,0,25629237
1272,43.64986,-79.41827,0,25629236
1287,43.68398,-79.39237,0,60946127
1288,43.690087,-79.394877,0,55493271
1289,43.69614,-79.3962,0,122060645
1300,43.65519,-79.41901,0,21436504
1301,43.67074,-79.45323,0,25644744
1302,43.65388,-79.45181,0,21436456
1304,43.69902,-79.43502,0,36493830
1308,43.66106,-79.41216,0,25970900
1317,43.64662,-79.38976,0,29689857
1325,43.67841,-79.46481,0,86186677
1326,43.64222,-79.42863,0,23828492
1327,43.64107,-79.43451,0,207661132
1328,43.64252,-79.42717,0,23828486
1329,43.64537,-79.41319,0,23845793
1332,43.65091,-79.39723,0,29604992
1333,43.6837,-79.41572,0,60909939
1341,43.632436,-79.41096,1,21098743
1347,43.66051,-79.38742,0,24959515
1354,43.65819,-79.3864,0,24959516
1371,43.68679,-79.41203,0,82799170
1374,43.68798,-79.36359,1,20954338
1385,43.66318,-79.36148,0,32188041
1386,43.66965,-79.3758,0,25813503
1387,43.64826,-79.3709,1,25768774
1396,43.66717,-79.40152,0,24959525
1400,43.66897,-79.40475,0,32997068
1403,43.63994,-79.387,0,208533274
1411,43.66656,-79.38523,0,34404541
1412,43.64398,-79.38873,0,29689859
1420,43.64149,-79.43236,0,207676236
1421,43.65526,-79.41387,0,25974445
1436,43.64906,-79.36728,0,145498271
1442,43.63711,-79.42664,0,23828498
1449,43.637865,-79.458968,1,139017190
1450,43.66565,-79.3877,0,24959505
1451,43.67129,-79.37642,0,32755967
1453,43.65226,-79.38012,0,29689542
1454,43.64992,-79.39113,0,1550992510
1463,43.681839,-79.467873,0,264413743
1471,43.65436,-79.38319,0,29605019
1473,43.66371,-79.38007,0,34404249
1475,43.66506,-79.39397,0,3789187401
1481,43.64575,-79.4006,0,29687639
1482,43.64529,-79.38918,1,29687317
1498,43.63775,-79.43321,0,207661127
1501,43.67044,-79.45962,0,253370831
1511,43.65432,-79.37874,0,29688407
1515,43.66055,-79.41466,0,25970912
1521,43.68954,-79.439544,0,118234284
1530,43.67517,-79.41514,0,410951719
1534,43.64326,-79.37543,1,1363831219
1542,43.6645,-79.45868,0,25767803
1552,43.649355,-79.356556,0,147912951
1556,43.69178,-79.46787,0,425636930
1568,43.66764,-79.37219,0,32757777
1572,43.64054,-79.39294,0,393673549
1573,43.643391,-79.391253,0,25628769
1581,43.64195,-79.37461,0,60948123
1582,43.64935,-79.39366,0,29689774
1586,43.63568,-79.39829,0,6247479489
1587,43.6598,-79.40904,0,21631722
1589,43.6842,-79.45169,0,247124808
1594,43.68062,-79.46644,0,25644641
1597,43.65752,-79.38952,0,20979760
1599,43.67739,-79.44565,0,501973133
1602,43.68652,-79.4416,0,202318441
1610,43.68543,-79.41922,0,1560045175
1617,43.64145,-79.41501,0,21436481
1618,43.69894,-79.45942,0,250027436
1626,43.68491,-79.3519,1,31333675
1631,43.65619,-79.42741,0,26007455
1633,43.64963,-79.38213,0,29688113
1635,43.68764,-79.42364,1,32657871
1636,43.6922,-79.44879,0,247126161
1641,43.67556,-79.44206,0,250025279
1642,43.68219,-79.42335,0,85149146
1669,43.644733,-79.391776,0,29689769
1670,43.66385,-79.41068,0,25970934
1678,43.651199,-79.384909,1,29824488
1684,43.65952,-79.41952,1,21631737
1699,43.67895,-79.43867,0,243888519
1702,43.64342,-79.40524,0,29697087
1703,43.65539,-79.45696,0,50369797
1707,43.67218,-79.418756,0,58405656
1711,43.65826,-79.39817,0,34710935
1715,43.66166,-79.46294,0,21090868
1719,43.66524,-79.37788,0,32755998
1726,43.695485,-79.402394,0,537038053
1729,43.65903,-79.42187,0,25629256
1731,43.63976,-79.44095,0,207676739
1732,43.65561,-79.3584,0,147912940
1733,43.640284,-79.383387,0,5369288000
1741,43.64297,-79.38147,1,26240308
1743,43.67005,-79.46646,0,264104667
1746,43.66466,-79.40273,0,29658389
1747,43.6613,-79.4014,0,29658392
1752,43.68016,-79.44393,0,247124151
1766,43.6503,-79.41595,0,48891846
1786,43.65482,-79.38028,0,29688406
1789,43.65115,-79.45851,0,247962452
1790,43.640969,-79.454627,0,256353018
1791,43.646217,-79.398129,0,29687640
1792,43.64893,-79.40465,0,29696871
1795,43.686,-79.35627,0,108447670
1823,43.649842,-79.37032,0,25628773
1829,43.64101,-79.41727,0,21436480
1834,43.63327,-79.41528,0,23845734
1838,43.658612,-79.453102,0,260336841
1839,43.65683,-79.35889,0,34679359
1852,43.65135,-79.41091,0,29697134
1853,43.63932,-79.45129,0,247962198
1854,43.663242,-79.467636,0,259949218
1855,43.69285,-79.41441,0,32997040
1857,43.64521,-79.40321,0,29687638
1867,43.650192,-79.362162,0,21090714
1876,43.6563,-79.37955,0,26240542
1880,43.64019,-79.42127,0,21436478
1885,43.63551,-79.4067,0,254531728
1886,43.6364,-79.40682,0,254531733
1887,43.63887,-79.40062,0,23845953
1894,43.663018,-79.420904,0,25629253
1895,43.65898,-79.42853,0,25629243
1896,43.68864,-79.39149,0,128962588
1900,43.6591,-79.43918,0,129155808
1901,43.65213,-79.44801,0,72303809
1902,43.67206,-79.42982,0,6562541815
1903,43.65199,-79.42173,0,29697286
1910,43.68051,-79.39092,0,240433366
1917,43.67845,-79.35843,0,32441487
1920,43.6692,-79.39189,0,80927391
1926,43.652816,-79.37157,0,29687905
1927,43.65428,-79.36529,0,249975840
1928,43.6516,-79.37108,0,29687661
1929,43.65299,-79.36475,0,29687666
1930,43.65073,-79.3707,0,29605069
1931,43.65214,-79.3644,0,21090783
1932,43.650653,-79.366682,0,249975932
1933,43.65129,-79.36401,0,249975842
1934,43.64672,-79.40654,0,29697091
1935,43.64698,-79.41715,0,48891861
1943,43.64056,-79.43699,0,156900248
1946,43.63823,-79.4309,0,207661195
1948,43.65889,-79.36857,0,27559788
1950,43.640358,-79.388837,0,273320295
1951,43.6859,-79.40535,0,209248130
1952,43.66375,-79.3705,0,32759206
1953,43.63164,-79.42724,0,23845511
1958,43.6597,-79.39661,0,123347984
1961,43.68424,-79.41346,0,1560041622
1971,43.6473,-79.37329,0,249975741
1972,43.66466,-79.38047,0,34494654
1976,43.64749,-79.39865,0,34598770
1979,43.67192,-79.37907,0,25832868
1988,43.6616,-79.3807,0,7415913601
1989,43.66282,-79.37973,1,34404251
2028,43.63973,-79.42358,0,207676385
2030,43.66637,-79.40533,0,26007923
2032,43.65857,-79.37511,0,8435073811
2033,43.67371,-79.41182,0,58365529
2034,43.65043,-79.38858,1,32547805
2035,43.64774,-79.40141,0,29697047
2036,43.63704,-79.44753,0,380140481
2042,43.64077,-79.39158,0,34911009
2043,43.66491,-79.45549,0,233538512
2059,43.63132,-79.42941,0,23845494
2062,43.65967,-79.39993,0,24959558
2063,43.644287,-79.394559,0,29689917
2067,43.64978,-79.43364,0,129208784
2078,43.632631,-79.425127,0,23845419
2085,43.674073,-79.46956,0,420596416
2087,43.645257,-79.352682,0,264561551
2093,43.690338,-79.448287,1,243888484
2121,43.639261,-79.410864,0,23845762
2122,43.65688,-79.35626,0,1671452978
2123,43.63732,-79.39723,0,21099075
2124,43.667879,-79.379245,0,25628754
2131,43.682901,-79.365943,0,324550648
2135,43.679969,-79.433847,0,70118991
2139,43.64239,-79.38403,0,145488868
2171,43.63108,-79.415553,0,7159643317
2173,43.652434,-79.360907,0,21090723
2183,43.654296,-79.406841,0,29604667
2185,43.64696,-79.41983,0,29697224
2191,43.64961,-79.4298,0,29697231
2195,43.66481,-79.35521,0,31258737
2200,43.66168,-79.38989,0,20979755
2219,43.67822,-79.39,0,60946100
2225,43.64145,-79.39882,0,1431131579
2226,43.646814,-79.430379,0,158701766
2227,43.664817,-79.391122,0,24959522
2229,43.660267,-79.415841,0,25970906
2235,43.636654,-79.438553,0,21436469
2244,43.651875,-79.369856,0,29687662
2245,43.642696,-79.437452,0,129154178
2247,43.66649,-79.375829,0,25813939
2248,43.645156,-79.3655,0,6872552723
2250,43.650654,-79.443039,1,129227516
2253,43.670549,-79.389803,0,59239257
2256,43.63767,-79.39191,0,60948074
2257,43.637833,-79.390967,0,60948151
2258,43.638798,-79.386772,0,60948069
2259,43.639449,-79.382924,0,60948067
2260,43.639908,-79.380399,0,60948064
2261,43.641096,-79.377041,0,5215360015
2262,43.636616,-79.396929,0,60948081