-79.66830415388985,43.54960576245279
-79.66533908891759,43.55213080130805
-79.66464724042406,43.55216661670112
-79.66360946768378,43.55189800073433
-79.66257169494348,43.55241732385662
-79.66185513757519,43.55218452438967
-79.66145979557889,43.55188009296064
-79.66131154233025,43.55111005365834
-79.66019964296567,43.54999974711176
-79.65898890810202,43.5495699455379
-79.65748166674112,43.54862078953803
-79.65790171761218,43.54768952761552
-79.65824764185896,43.54774325465598
-79.65844531285711,43.54568368383726
-79.6591618702254,43.54562995496105
-79.65977959209461,43.54541503897727
-79.65921128797494,43.54478819631475
-79.65997726309276,43.54455536737995
-79.66101503583306,43.54416134713401
-79.66341179668561,43.54527176122907
-79.66598151966157,43.54690152552001
-79.66823002726551,43.54853124574762
-79.66892187575904,43.54908641510376
-79.66835357163939,43.54955203707247
-79.66835357163939,43.54955203707247
-79.66837828051415,43.54949831164428
-79.66837828051415,43.54949831164428
-79.66842769826368,43.54948040315756
-79.66842769826368,43.54948040315756
-79.66842769826368,43.54948040315756
-79.66842769826368,43.54948040315756
-79.66830415388985,43.54960576245279